|dates|Marshall_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Marshall_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|29.0|0|1.0|0|0.0|0
0|2020-05-28|29.0|0|1.0|0|0.0|0
0|2020-05-29|29.0|0|1.0|0|0.0|0
0|2020-05-30|29.0|0|1.0|0|0.0|0
