|dates|Bullock_Alabama_UnitedStates.JHU_ConfirmedCases.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Bullock_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Bullock_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|176.0|0|3.0|0|0.0|0
0|2020-05-28|176.0|0|3.0|0|0.0|0
0|2020-05-29|176.0|0|3.0|0|0.0|0
0|2020-05-30|176.0|0|3.0|0|0.0|0
