|dates|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|215.0|0|15.0|0|0.0|0
0|2020-05-25|218.0|0|15.0|0|0.0|0
0|2020-05-26|218.0|0|15.0|0|0.0|0
