|dates|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedCases.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|57.0|0|1.0|0|0.0|0
0|2020-05-28|57.0|0|1.0|0|0.0|0
0|2020-05-29|57.0|0|1.0|0|0.0|0
0|2020-05-30|57.0|0|1.0|0|0.0|0
