|dates|Hendricks_Indiana_UnitedStates.JHU_ConfirmedCases.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Hendricks_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Hendricks_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1032.0|0|61.0|0|0.0|0
0|2020-05-18|1039.0|0|61.0|0|0.0|0
0|2020-05-19|1050.0|0|61.0|0|0.0|0
0|2020-05-20|1060.0|0|61.0|0|0.0|0
0|2020-05-21|1087.0|0|63.0|0|0.0|0
0|2020-05-22|1095.0|0|63.0|0|0.0|0
0|2020-05-23|1095.0|0|63.0|0|0.0|0
