|dates|Monroe_Alabama_UnitedStates.JHU_ConfirmedCases.data|Monroe_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|20.0|0|2.0|0|0.0|0
0|2020-05-18|20.0|0|2.0|0|0.0|0
0|2020-05-19|20.0|0|2.0|0|0.0|0
0|2020-05-20|22.0|0|2.0|0|0.0|0
0|2020-05-21|22.0|0|2.0|0|0.0|0
0|2020-05-22|23.0|0|2.0|0|0.0|0
0|2020-05-23|23.0|0|2.0|0|0.0|0
