|dates|Bibb_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bibb_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bibb_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bibb_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bibb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bibb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|441.0|0|24.0|0|0.0|0
0|2020-05-28|441.0|0|24.0|0|0.0|0
0|2020-05-29|441.0|0|24.0|0|0.0|0
0|2020-05-30|441.0|0|24.0|0|0.0|0
