|dates|Washington_Texas_UnitedStates.JHU_ConfirmedCases.data|Washington_Texas_UnitedStates.JHU_ConfirmedCases.missing|Washington_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|181.0|0|22.0|0|0.0|0
0|2020-05-18|181.0|0|22.0|0|0.0|0
0|2020-05-19|184.0|0|22.0|0|0.0|0
0|2020-05-20|186.0|0|22.0|0|0.0|0
0|2020-05-21|187.0|0|22.0|0|0.0|0
0|2020-05-22|187.0|0|22.0|0|0.0|0
0|2020-05-23|187.0|0|22.0|0|0.0|0
