|dates|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|129.0|0|10.0|0|0.0|0
0|2020-05-18|129.0|0|10.0|0|0.0|0
0|2020-05-19|129.0|0|10.0|0|0.0|0
0|2020-05-20|132.0|0|10.0|0|0.0|0
0|2020-05-21|133.0|0|10.0|0|0.0|0
0|2020-05-22|134.0|0|10.0|0|0.0|0
0|2020-05-23|134.0|0|10.0|0|0.0|0
