|dates|Clearwater_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Clearwater_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Clearwater_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Clearwater_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Clearwater_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Clearwater_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
