|dates|Ventura_California_UnitedStates.JHU_ConfirmedCases.data|Ventura_California_UnitedStates.JHU_ConfirmedCases.missing|Ventura_California_UnitedStates.JHU_ConfirmedDeaths.data|Ventura_California_UnitedStates.JHU_ConfirmedDeaths.missing|Ventura_California_UnitedStates.JHU_ConfirmedRecoveries.data|Ventura_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|748.0|0|25.0|0|0.0|0
0|2020-05-15|764.0|0|25.0|0|0.0|0
0|2020-05-16|764.0|0|25.0|0|0.0|0
