|dates|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|476.0|0|23.0|0|0.0|0
0|2020-05-18|482.0|0|23.0|0|0.0|0
0|2020-05-19|492.0|0|23.0|0|0.0|0
0|2020-05-20|514.0|0|24.0|0|0.0|0
0|2020-05-21|527.0|0|24.0|0|0.0|0
0|2020-05-22|537.0|0|25.0|0|0.0|0
0|2020-05-23|537.0|0|25.0|0|0.0|0
