|dates|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedCases.data|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9.0|0|1.0|0|0.0|0
0|2020-05-28|9.0|0|1.0|0|0.0|0
0|2020-05-29|9.0|0|1.0|0|0.0|0
0|2020-05-30|9.0|0|1.0|0|0.0|0
