|dates|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
