|dates|Putnam_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Putnam_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Putnam_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33.0|0|0.0|0|0.0|0
0|2020-05-28|33.0|0|0.0|0|0.0|0
0|2020-05-29|33.0|0|0.0|0|0.0|0
0|2020-05-30|33.0|0|0.0|0|0.0|0
