|dates|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|612.0|0|34.0|0|0.0|0
0|2020-05-28|612.0|0|34.0|0|0.0|0
0|2020-05-29|612.0|0|34.0|0|0.0|0
0|2020-05-30|612.0|0|34.0|0|0.0|0
