|dates|Morgan_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Morgan_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
