|dates|Sevier_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Sevier_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Sevier_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Sevier_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Sevier_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Sevier_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|72.0|0|2.0|0|0.0|0
0|2020-05-25|72.0|0|2.0|0|0.0|0
0|2020-05-26|72.0|0|2.0|0|0.0|0
