|dates|Coal_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Coal_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Coal_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Coal_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Coal_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Coal_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|4127.0|0|247.0|0|0.0|0
0|2020-05-18|4127.0|0|247.0|0|0.0|0
0|2020-05-19|4127.0|0|247.0|0|0.0|0
0|2020-05-20|4127.0|0|247.0|0|0.0|0
0|2020-05-21|4127.0|0|247.0|0|0.0|0
0|2020-05-22|4127.0|0|247.0|0|0.0|0
0|2020-05-23|4127.0|0|247.0|0|0.0|0
