|dates|Anoka_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Anoka_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Anoka_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1262.0|0|59.0|0|0.0|0
0|2020-05-28|1262.0|0|59.0|0|0.0|0
0|2020-05-29|1262.0|0|59.0|0|0.0|0
0|2020-05-30|1262.0|0|59.0|0|0.0|0
