|dates|Chattooga_Georgia_UnitedStates.JHU_ConfirmedCases.data|Chattooga_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Chattooga_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Chattooga_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Chattooga_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Chattooga_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|2.0|0|0.0|0
0|2020-05-15|15.0|0|2.0|0|0.0|0
0|2020-05-16|15.0|0|2.0|0|0.0|0
