|dates|Stonewall_Texas_UnitedStates.JHU_ConfirmedCases.data|Stonewall_Texas_UnitedStates.JHU_ConfirmedCases.missing|Stonewall_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Stonewall_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Stonewall_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Stonewall_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|33912.0|0|925.0|0|0.0|0
0|2020-05-25|33912.0|0|925.0|0|0.0|0
0|2020-05-26|33912.0|0|925.0|0|0.0|0
