|dates|Kearny_Kansas_UnitedStates.JHU_ConfirmedCases.data|Kearny_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Kearny_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Kearny_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Kearny_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Kearny_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|44.0|0|1.0|0|0.0|0
0|2020-05-28|44.0|0|1.0|0|0.0|0
0|2020-05-29|44.0|0|1.0|0|0.0|0
0|2020-05-30|44.0|0|1.0|0|0.0|0
