|dates|Dawson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Dawson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Dawson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Dawson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Dawson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Dawson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|108.0|0|1.0|0|0.0|0
0|2020-05-28|108.0|0|1.0|0|0.0|0
0|2020-05-29|108.0|0|1.0|0|0.0|0
0|2020-05-30|108.0|0|1.0|0|0.0|0
