|dates|Wood_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Wood_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Wood_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Wood_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Wood_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Wood_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|47.0|0|2.0|0|0.0|0
0|2020-05-18|48.0|0|2.0|0|0.0|0
0|2020-05-19|48.0|0|2.0|0|0.0|0
0|2020-05-20|48.0|0|2.0|0|0.0|0
0|2020-05-21|48.0|0|2.0|0|0.0|0
0|2020-05-22|48.0|0|2.0|0|0.0|0
0|2020-05-23|48.0|0|2.0|0|0.0|0
