|dates|Hawkins_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hawkins_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hawkins_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hawkins_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hawkins_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hawkins_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|31.0|0|2.0|0|0.0|0
0|2020-05-28|31.0|0|2.0|0|0.0|0
0|2020-05-29|31.0|0|2.0|0|0.0|0
0|2020-05-30|31.0|0|2.0|0|0.0|0
