|dates|Livingston_NewYork_UnitedStates.JHU_ConfirmedCases.data|Livingston_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Livingston_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Livingston_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Livingston_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Livingston_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|118.0|0|7.0|0|0.0|0
0|2020-05-28|118.0|0|7.0|0|0.0|0
0|2020-05-29|118.0|0|7.0|0|0.0|0
0|2020-05-30|118.0|0|7.0|0|0.0|0
