|dates|Laurens_Georgia_UnitedStates.JHU_ConfirmedCases.data|Laurens_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Laurens_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Laurens_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Laurens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Laurens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|94.0|0|1.0|0|0.0|0
0|2020-05-18|95.0|0|1.0|0|0.0|0
0|2020-05-19|98.0|0|1.0|0|0.0|0
0|2020-05-20|94.0|0|1.0|0|0.0|0
0|2020-05-21|95.0|0|1.0|0|0.0|0
0|2020-05-22|96.0|0|1.0|0|0.0|0
0|2020-05-23|96.0|0|1.0|0|0.0|0
