|dates|Monroe_Indiana_UnitedStates.JHU_ConfirmedCases.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|162.0|0|11.0|0|0.0|0
0|2020-05-28|162.0|0|11.0|0|0.0|0
0|2020-05-29|162.0|0|11.0|0|0.0|0
0|2020-05-30|162.0|0|11.0|0|0.0|0
