|dates|Delaware_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Delaware_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5619.0|0|478.0|0|0.0|0
0|2020-05-18|5689.0|0|436.0|0|0.0|0
0|2020-05-19|5754.0|0|451.0|0|0.0|0
0|2020-05-20|5844.0|0|472.0|0|0.0|0
0|2020-05-21|5969.0|0|481.0|0|0.0|0
0|2020-05-22|6060.0|0|501.0|0|0.0|0
0|2020-05-23|6060.0|0|501.0|0|0.0|0
