|dates|Champaign_Ohio_UnitedStates.JHU_ConfirmedCases.data|Champaign_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Champaign_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Champaign_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Champaign_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Champaign_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|26.0|0|1.0|0|0.0|0
0|2020-05-25|26.0|0|1.0|0|0.0|0
0|2020-05-26|26.0|0|1.0|0|0.0|0
