|dates|Morgan_Alabama_UnitedStates.JHU_ConfirmedCases.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|111.0|0|1.0|0|0.0|0
0|2020-05-18|116.0|0|1.0|0|0.0|0
0|2020-05-19|119.0|0|1.0|0|0.0|0
0|2020-05-20|132.0|0|1.0|0|0.0|0
0|2020-05-21|137.0|0|1.0|0|0.0|0
0|2020-05-22|144.0|0|1.0|0|0.0|0
0|2020-05-23|144.0|0|1.0|0|0.0|0
