|dates|Wheeler_Texas_UnitedStates.JHU_ConfirmedCases.data|Wheeler_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wheeler_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wheeler_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wheeler_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wheeler_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|14.0|0|0.0|0|0.0|0
0|2020-05-15|14.0|0|0.0|0|0.0|0
0|2020-05-16|14.0|0|0.0|0|0.0|0
