|dates|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|8.0|0|0.0|0|0.0|0
0|2020-05-18|8.0|0|0.0|0|0.0|0
0|2020-05-19|8.0|0|0.0|0|0.0|0
0|2020-05-20|8.0|0|0.0|0|0.0|0
0|2020-05-21|8.0|0|0.0|0|0.0|0
0|2020-05-22|8.0|0|0.0|0|0.0|0
0|2020-05-23|8.0|0|0.0|0|0.0|0
