|dates|Amite_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Amite_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Amite_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Amite_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Amite_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Amite_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|52.0|0|1.0|0|0.0|0
0|2020-05-25|52.0|0|1.0|0|0.0|0
0|2020-05-26|52.0|0|1.0|0|0.0|0
