|dates|McLean_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|McLean_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|McLean_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|McLean_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|McLean_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|McLean_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6.0|0|0.0|0|0.0|0
0|2020-05-18|6.0|0|0.0|0|0.0|0
0|2020-05-19|7.0|0|0.0|0|0.0|0
0|2020-05-20|7.0|0|0.0|0|0.0|0
0|2020-05-21|7.0|0|0.0|0|0.0|0
0|2020-05-22|7.0|0|0.0|0|0.0|0
0|2020-05-23|7.0|0|0.0|0|0.0|0
