|dates|CerroGordo_Iowa_UnitedStates.JHU_ConfirmedCases.data|CerroGordo_Iowa_UnitedStates.JHU_ConfirmedCases.missing|CerroGordo_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|CerroGordo_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|CerroGordo_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|CerroGordo_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|22.0|0|1.0|0|0.0|0
0|2020-05-28|22.0|0|1.0|0|0.0|0
0|2020-05-29|22.0|0|1.0|0|0.0|0
0|2020-05-30|22.0|0|1.0|0|0.0|0
