|dates|Limestone_Alabama_UnitedStates.JHU_ConfirmedCases.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Limestone_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Limestone_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Limestone_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|64.0|0|0.0|0|0.0|0
0|2020-05-18|65.0|0|0.0|0|0.0|0
0|2020-05-19|65.0|0|0.0|0|0.0|0
0|2020-05-20|69.0|0|0.0|0|0.0|0
0|2020-05-21|70.0|0|0.0|0|0.0|0
0|2020-05-22|72.0|0|0.0|0|0.0|0
0|2020-05-23|72.0|0|0.0|0|0.0|0
