|dates|Weld_Colorado_UnitedStates.JHU_ConfirmedCases.data|Weld_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Weld_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Weld_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Weld_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Weld_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2295.0|0|123.0|0|0.0|0
0|2020-05-18|2305.0|0|123.0|0|0.0|0
0|2020-05-19|2326.0|0|124.0|0|0.0|0
0|2020-05-20|2338.0|0|125.0|0|0.0|0
0|2020-05-21|2358.0|0|125.0|0|0.0|0
0|2020-05-22|2367.0|0|125.0|0|0.0|0
0|2020-05-23|2367.0|0|125.0|0|0.0|0
