|dates|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|39.0|0|0.0|0|0.0|0
0|2020-05-15|40.0|0|0.0|0|0.0|0
0|2020-05-16|40.0|0|0.0|0|0.0|0
