|dates|Boulder_Colorado_UnitedStates.JHU_ConfirmedCases.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Boulder_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Boulder_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|844.0|0|60.0|0|0.0|0
0|2020-05-18|857.0|0|60.0|0|0.0|0
0|2020-05-19|871.0|0|60.0|0|0.0|0
0|2020-05-20|878.0|0|60.0|0|0.0|0
0|2020-05-21|890.0|0|61.0|0|0.0|0
0|2020-05-22|898.0|0|61.0|0|0.0|0
0|2020-05-23|898.0|0|61.0|0|0.0|0
