|dates|ElDorado_California_UnitedStates.JHU_ConfirmedCases.data|ElDorado_California_UnitedStates.JHU_ConfirmedCases.missing|ElDorado_California_UnitedStates.JHU_ConfirmedDeaths.data|ElDorado_California_UnitedStates.JHU_ConfirmedDeaths.missing|ElDorado_California_UnitedStates.JHU_ConfirmedRecoveries.data|ElDorado_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|74.0|0|0.0|0|0.0|0
0|2020-05-25|78.0|0|0.0|0|0.0|0
0|2020-05-26|78.0|0|0.0|0|0.0|0
