|dates|DeKalb_Missouri_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Missouri_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
