|dates|Wise_Virginia_UnitedStates.JHU_ConfirmedCases.data|Wise_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Wise_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Wise_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Wise_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Wise_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|23.0|0|2.0|0|0.0|0
0|2020-05-15|23.0|0|2.0|0|0.0|0
0|2020-05-16|23.0|0|2.0|0|0.0|0
