|dates|Winnebago_Illinois_UnitedStates.JHU_ConfirmedCases.data|Winnebago_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Winnebago_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Winnebago_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Winnebago_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Winnebago_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1337.0|0|32.0|0|0.0|0
0|2020-05-15|1390.0|0|33.0|0|0.0|0
0|2020-05-16|1390.0|0|33.0|0|0.0|0
