|dates|Henrico_Virginia_UnitedStates.JHU_ConfirmedCases.data|Henrico_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Henrico_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Henrico_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Henrico_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Henrico_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1252.0|0|113.0|0|0.0|0
0|2020-05-18|1272.0|0|113.0|0|0.0|0
0|2020-05-19|1299.0|0|114.0|0|0.0|0
0|2020-05-20|1321.0|0|114.0|0|0.0|0
0|2020-05-21|1339.0|0|114.0|0|0.0|0
0|2020-05-22|1375.0|0|117.0|0|0.0|0
0|2020-05-23|1375.0|0|117.0|0|0.0|0
