|dates|Knox_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Knox_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Knox_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|0.0|0|0.0|0
0|2020-05-15|7.0|0|0.0|0|0.0|0
0|2020-05-16|7.0|0|0.0|0|0.0|0
