|dates|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|526.0|0|27.0|0|0.0|0
0|2020-05-18|540.0|0|27.0|0|0.0|0
0|2020-05-19|540.0|0|27.0|0|0.0|0
0|2020-05-20|562.0|0|27.0|0|0.0|0
0|2020-05-21|570.0|0|27.0|0|0.0|0
0|2020-05-22|597.0|0|27.0|0|0.0|0
0|2020-05-23|597.0|0|27.0|0|0.0|0
