|dates|Clark_Washington_UnitedStates.JHU_ConfirmedCases.data|Clark_Washington_UnitedStates.JHU_ConfirmedCases.missing|Clark_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|388.0|0|22.0|0|0.0|0
0|2020-05-18|388.0|0|22.0|0|0.0|0
0|2020-05-19|391.0|0|22.0|0|0.0|0
0|2020-05-20|392.0|0|22.0|0|0.0|0
0|2020-05-21|394.0|0|22.0|0|0.0|0
0|2020-05-22|399.0|0|22.0|0|0.0|0
0|2020-05-23|399.0|0|22.0|0|0.0|0
