|dates|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Monmouth_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|7961.0|0|575.0|0|0.0|0
0|2020-05-28|7961.0|0|575.0|0|0.0|0
0|2020-05-29|7961.0|0|575.0|0|0.0|0
0|2020-05-30|7961.0|0|575.0|0|0.0|0
