|dates|Vigo_Indiana_UnitedStates.JHU_ConfirmedCases.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Vigo_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Vigo_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|141.0|0|7.0|0|0.0|0
0|2020-05-25|147.0|0|7.0|0|0.0|0
0|2020-05-26|147.0|0|7.0|0|0.0|0
