|dates|Hickman_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hickman_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hickman_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hickman_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hickman_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hickman_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|52.0|0|0.0|0|0.0|0
0|2020-05-15|52.0|0|0.0|0|0.0|0
0|2020-05-16|52.0|0|0.0|0|0.0|0
