|dates|Vigo_Indiana_UnitedStates.JHU_ConfirmedCases.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Vigo_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Vigo_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|113.0|0|6.0|0|0.0|0
0|2020-05-18|118.0|0|6.0|0|0.0|0
0|2020-05-19|119.0|0|6.0|0|0.0|0
0|2020-05-20|126.0|0|7.0|0|0.0|0
0|2020-05-21|130.0|0|7.0|0|0.0|0
0|2020-05-22|131.0|0|7.0|0|0.0|0
0|2020-05-23|131.0|0|7.0|0|0.0|0
