|dates|Saginaw_Michigan_UnitedStates.JHU_ConfirmedCases.data|Saginaw_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Saginaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Saginaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Saginaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Saginaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1002.0|0|107.0|0|0.0|0
0|2020-05-28|1002.0|0|107.0|0|0.0|0
0|2020-05-29|1002.0|0|107.0|0|0.0|0
0|2020-05-30|1002.0|0|107.0|0|0.0|0
