|dates|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedCases.data|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|433.0|0|13.0|0|0.0|0
0|2020-05-25|449.0|0|14.0|0|0.0|0
0|2020-05-26|449.0|0|14.0|0|0.0|0
