|dates|Yakutat_Alaska_UnitedStates.JHU_ConfirmedCases.data|Yakutat_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Yakutat_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Yakutat_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Yakutat_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Yakutat_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|0.0|0|0.0|0|0.0|0
0|2020-05-18|0.0|0|0.0|0|0.0|0
0|2020-05-19|0.0|0|0.0|0|0.0|0
0|2020-05-20|0.0|0|0.0|0|0.0|0
0|2020-05-21|0.0|0|0.0|0|0.0|0
0|2020-05-22|0.0|0|0.0|0|0.0|0
0|2020-05-23|0.0|0|0.0|0|0.0|0
