|dates|St.Clair_Michigan_UnitedStates.JHU_ConfirmedCases.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedCases.missing|St.Clair_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|St.Clair_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|431.0|0|37.0|0|0.0|0
0|2020-05-28|431.0|0|37.0|0|0.0|0
0|2020-05-29|431.0|0|37.0|0|0.0|0
0|2020-05-30|431.0|0|37.0|0|0.0|0
