|dates|Pitkin_Colorado_UnitedStates.JHU_ConfirmedCases.data|Pitkin_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Pitkin_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Pitkin_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Pitkin_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Pitkin_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|56.0|0|2.0|0|0.0|0
0|2020-05-18|57.0|0|2.0|0|0.0|0
0|2020-05-19|57.0|0|2.0|0|0.0|0
0|2020-05-20|57.0|0|2.0|0|0.0|0
0|2020-05-21|57.0|0|2.0|0|0.0|0
0|2020-05-22|57.0|0|2.0|0|0.0|0
0|2020-05-23|57.0|0|2.0|0|0.0|0
