|dates|Knox_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Knox_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Knox_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|303.0|0|5.0|0|0.0|0
0|2020-05-18|308.0|0|5.0|0|0.0|0
0|2020-05-19|313.0|0|5.0|0|0.0|0
0|2020-05-20|313.0|0|5.0|0|0.0|0
0|2020-05-21|321.0|0|5.0|0|0.0|0
0|2020-05-22|322.0|0|5.0|0|0.0|0
0|2020-05-23|322.0|0|5.0|0|0.0|0
