|dates|Aurora_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Aurora_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Aurora_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Aurora_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Aurora_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Aurora_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
