|dates|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedCases.data|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Chautauqua_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|48.0|0|4.0|0|0.0|0
0|2020-05-18|49.0|0|4.0|0|0.0|0
0|2020-05-19|49.0|0|4.0|0|0.0|0
0|2020-05-20|50.0|0|4.0|0|0.0|0
0|2020-05-21|58.0|0|4.0|0|0.0|0
0|2020-05-22|63.0|0|4.0|0|0.0|0
0|2020-05-23|63.0|0|4.0|0|0.0|0
