|dates|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Randolph_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|455.0|0|6.0|0|0.0|0
0|2020-05-18|461.0|0|6.0|0|0.0|0
0|2020-05-19|461.0|0|6.0|0|0.0|0
0|2020-05-20|486.0|0|6.0|0|0.0|0
0|2020-05-21|495.0|0|6.0|0|0.0|0
0|2020-05-22|543.0|0|8.0|0|0.0|0
0|2020-05-23|543.0|0|8.0|0|0.0|0
