|dates|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Roberts_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|0.0|0|0.0|0
0|2020-05-18|19.0|0|0.0|0|0.0|0
0|2020-05-19|20.0|0|0.0|0|0.0|0
0|2020-05-20|20.0|0|0.0|0|0.0|0
0|2020-05-21|20.0|0|0.0|0|0.0|0
0|2020-05-22|22.0|0|0.0|0|0.0|0
0|2020-05-23|22.0|0|0.0|0|0.0|0
