|dates|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Bristol_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6596.0|0|369.0|0|0.0|0
0|2020-05-25|6681.0|0|375.0|0|0.0|0
0|2020-05-26|6681.0|0|375.0|0|0.0|0
